[2026-03-25T05:52:38.780Z] GET https://fonts.googleapis.com/css2?family=JetBrains+Mono:wght@400;500;600&family=Outfit:wght@300;400;500;600;700&family=Noto+Serif+SC:wght@400;600;700&display=swap → 200 (?ms, 349791B)
[2026-03-25T05:52:38.781Z] GET http://localhost:5173/src/main.tsx → 200 (8ms, 6153B)
[2026-03-25T05:52:38.782Z] GET http://localhost:5173/@react-refresh → 200 (8ms, 111894B)
[2026-03-25T05:52:38.785Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwg.woff2 → 200 (?ms, ?B)
[2026-03-25T05:52:38.785Z] GET https://fonts.gstatic.com/s/outfit/v15/QGYvz_MVcBeNP4NJtEtq.woff2 → 200 (1ms, ?B)
[2026-03-25T05:52:38.790Z] GET http://localhost:5173/node_modules/.vite/deps/react.js?v=4499d2cb → 200 (?ms, 38367B)
[2026-03-25T05:52:38.791Z] GET http://localhost:5173/node_modules/.vite/deps/react-dom_client.js?v=4499d2cb → 200 (?ms, 790B)
[2026-03-25T05:52:38.791Z] GET http://localhost:5173/node_modules/.vite/deps/antd.js?v=4499d2cb → 200 (215ms, 9764552B)
[2026-03-25T05:52:38.791Z] GET http://localhost:5173/node_modules/.vite/deps/@tanstack_react-query.js?v=4499d2cb → 200 (?ms, 100059B)
[2026-03-25T05:52:38.794Z] GET http://localhost:5173/node_modules/.vite/deps/antd_locale_zh_CN.js?v=4499d2cb → 200 (?ms, 10939B)
[2026-03-25T05:52:38.794Z] GET http://localhost:5173/src/theme/tokens.ts → 200 (155ms, 11622B)
[2026-03-25T05:52:38.794Z] GET http://localhost:5173/src/stores/themeStore.ts → 200 (156ms, 3010B)
[2026-03-25T05:52:38.794Z] GET http://localhost:5173/src/App.tsx → 200 (160ms, 8383B)
[2026-03-25T05:52:38.794Z] GET http://localhost:5173/src/global.css → 200 (162ms, 5892B)
[2026-03-25T05:52:38.794Z] GET http://localhost:5173/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=4499d2cb → 200 (?ms, 10637B)
